,City,Country,Department,EndDate,Firstname,FiscalYear,ID,Institution,Lastname,Middlename,NamePrefix,NameSuffix,PostalCode,StartDate,State,Title
11103,Cambridge,USA,"Schlesinger Library, Radcliffe Institute",2003-12-05,Kathryn,2004,70709,Harvard University,Jacob,A.,Dr.,{},02138-3800,2003-12-05,MA,Johanna Maria Frankel Curator of Manuscripts
11104,New York,USA,{},1997-07-28,Margaret,1997,3197,New School,Jacob,C.,Prof.,{},10011-8871,1997-07-28,NY,{}
11105,Chicago,USA,"Black Museum of Art,",1990-02-06,Mary Jane,1990,8426,Northwestern University School of Law,Jacob,{},Ms.,{},60611,1990-02-05,IL,Independent Curator
11106,Wheaton,USA,Department of English,1992-12-10,Alan,1993,5667,Wheaton College,Jacobs,R.,Dr.,{},60187-5593,1992-12-10,IL,Associate Professor of English
11107,Arlington,USA,{},2009-12-08,David,2010,78104,"University of Texas, Arlington",Jacobs,L.,{},{},76019-9800,2009-12-08,TX,{}
11108,Richmond,USA,{},2006-02-06,Fredrika,2006,74573,Virginia Commonwealth University,Jacobs,H.,Ms.,{},23284-9066,2006-02-06,VA,{}
11109,New York,USA,{},2010-11-30,Jonathan,2011,79173,"CUNY Research Foundation, John Jay College",Jacobs,A.,Dr.,{},10019-1007,2010-10-31,NY,{}
11110,New York,USA,{},2012-11-13,Jonathan,2013,81134,"CUNY Research Foundation, John Jay College",Jacobs,A.,Dr.,{},10019-1007,2012-11-02,NY,{}
11111,Madison,USA,Department of Communication Arts,1900-01-01,Lea,2015,84027,"University of Wisconsin, Madison",Jacobs,{},Dr.,{},53706-1314,2015-07-15,WI,Professor of Film and Associate Vice Chancellor for the Arts & Humanities
11112,Fayetteville,USA,Department of Art,1900-01-01,Lynn,0,86109,"University of Arkansas, Fayetteville",Jacobs,Frances,Prof.,{},72701-1201,1900-01-01,AR,Distinguished Professor of Art History
11113,Fayetteville,USA,Department of Art,2009-11-30,Lynn,2010,77919,"University of Arkansas, Fayetteville",Jacobs,Frances,Prof.,{},72701-1201,2009-10-31,AR,Distinguished Professor of Art History
11114,Lincoln,USA,{},2002-05-17,Margaret,2002,10345,"University of Nebraska, Lincoln",Jacobs,Davis,Prof.,{},68588-0007,2002-05-17,NE,{}
11115,Huntsville,USA,{},1996-07-31,Steven,1996,3164,Temple B' NAI Sholom,Jacobs,L.,Dr.,{},35801-4106,1996-07-31,AL,"Independent Scholar, Rel. Stds"
11116,Durham,USA,{},1988-12-31,Sylvia,1989,5090,North Carolina Central University,Jacobs,M.,Prof.,{},27707-3129,1988-11-15,NC,Departmental Chair
11117,Durham,USA,{},1989-12-15,Sylvia,1990,5161,North Carolina Central University,Jacobs,M.,Prof.,{},27707-3129,1989-12-15,NC,Departmental Chair
11118,Durham,USA,{},1990-12-31,Sylvia,1991,5195,North Carolina Central University,Jacobs,M.,Prof.,{},27707-3129,1990-10-31,NC,Departmental Chair
11119,Middletown,USA,{},1900-01-01,Joyce,0,86222,Wesleyan University,Jacobsen,{},{},{},06459-3208,1900-01-01,CT,Provost and Vice President for Academic Affairs and Andrews Professor of Economics
11120,Fresno,USA,{},1999-04-23,Linda,1999,1185,Bullard High School,Jacobsen,{},{},{},93704-1983,1999-04-22,CA,{}
11121,DeKalb,USA,Department of History and Center for Southeast Asian Studies,2012-08-08,Trude,2012,80826,Northern Illinois University,Jacobsen,{},{},{},60115,2012-08-08,IL,Associate Professor of History
11122,Ashfield,USA,{},1900-01-01,Juliet,0,85084,Digital Gizmo,Jacobson,{},{},{},{},1900-01-01,MA,Design Director
11123,Ashfield,USA,{},2012-03-28,Juliet,2012,80435,Digital Gizmo,Jacobson,{},{},{},{},2012-03-28,MA,Design Director
11124,Santa Barbara,USA,{},2012-10-22,Lisa,2013,81077,"University of California, Santa Barbara",Jacobson,{},{},{},93106-0001,2012-10-22,CA,Associate Profesoor
11125,Auburn,USA,{},1998-04-06,Marcia,1998,9811,Auburn University,Jacobson,A.,Prof.,{},36849-0001,1998-04-06,AL,Professor
11126,New York,{},{},2014-04-09,Oren,2014,82535,Storyville Films,Jacoby,{},{},{},{},2014-04-09,NY,Filmmaker
11127,{},{},{},1993-08-19,Tamar,1993,3840,{},Jacoby,{},Ms.,{},{},1993-08-19,{},{}
11128,Wellesley,USA,{},1988-12-16,Rachel,1989,6507,Wellesley College,Jacoff,{},Prof.,{},02481-8203,1988-12-16,MA,Prof. of Italian
11129,Rochester,USA,English,2000-06-05,Lisa,2000,654,St. John Fisher College,Jadwin,{},Prof.,{},14618-3597,2000-06-05,NY,Professor
11130,Rochester,USA,English,2001-04-20,Lisa,2001,690,St. John Fisher College,Jadwin,{},Prof.,{},14618-3597,2001-04-20,NY,Professor
11131,Jackson,USA,{},1993-05-14,Albers,1993,9522,Mississippi Educational Network,Jaeger,J.,Mr.,{},39215,1993-05-13,MS,Executive Director
11132,Whitewater,USA,Department of History,1989-03-31,James,1989,4619,"University of Wisconsin, Whitewater",Jaffe,A.,Prof.,{},53190-1705,1989-02-16,WI,Professor
11133,Whitewater,USA,Department of History,1990-03-31,James,1990,4708,"University of Wisconsin, Whitewater",Jaffe,A.,Prof.,{},53190-1705,1990-01-10,WI,Professor
11134,Durham,USA,{},2007-08-15,Richard,2007,75733,Duke University,Jaffe,M.,Dr.,{},27705-4677,2007-08-15,NC,Creed C. Black Associate Professor of Religious Studies and Department Chair
11135,New York,USA,{},1995-02-03,David,1995,8725,Bard Graduate Center,Jaffee,P.,Dr.,{},10024-3602,1995-02-02,NY,Professor and Director of New Media Research
11136,New York,USA,{},2006-12-18,David,2007,75401,Bard Graduate Center,Jaffee,P.,Dr.,{},10024-3602,2006-12-18,NY,Professor and Director of New Media Research
11137,New York,USA,{},2007-12-06,David,2008,76232,Bard Graduate Center,Jaffee,P.,Dr.,{},10024-3602,2007-12-06,NY,Professor and Director of New Media Research
11138,New York,USA,{},1991-04-23,Kay,1991,10015,"Waverly Consort, Inc.",Jaffee,C.,Ms.,{},10025,1991-04-22,NY,Associate Director
11139,New York,USA,{},1989-05-02,Michael,1989,9971,"Waverly Consort, Inc.",Jaffee,{},Mr.,{},10025,1989-05-01,NY,Artistic Director
11140,New York,USA,{},1992-05-01,Michael,1992,10035,"Waverly Consort, Inc.",Jaffee,{},Mr.,{},10025,1992-04-30,NY,Artistic Director
11141,Atlanta,USA,"Adjunct Assistant Professor of Anthropology, Emory University",2014-10-23,Lori,2015,83018,Robert W. Woodruff Library of the Atlanta University Center,Jahnke,{},Dr.,{},30314-4207,2014-10-23,GA,Anthropology Librarian
11142,Stanford,USA,Department of Anthropology,2013-12-05,Sarah,2014,82308,Stanford University,Jain,Lochlann,Dr.,{},94305-2004,2013-12-05,CA,Associate Professor of Anthropology
11143,Lewisburg,USA,{},2014-11-18,Diane,2015,83154,Bucknell University,Jakacki,Katherine,Dr.,{},17837-2005,2014-11-18,PA,Digital Scholarship Coordinator
11144,Annapolis,USA,Social Studies,2006-04-24,Kimbererly,2006,74766,Annapolis High School,Jakovics,DeHaven,Ms.,{},{},2006-04-24,MD,Department Chairperson
11145,Ewing,USA,Women's and Gender Studies,2013-12-13,Marla,2014,82357,College of New Jersey,Jaksch,{},{},{},08628-0718,2013-12-13,NJ,Assistant Professor
11146,Durham,USA,Duke Univ Libraries,2001-11-14,Deborah,2002,10594,Duke University,Jakubs,{},{},{},27705-4677,2001-11-14,NC,"Director, Collections Services"
11147,Durham,USA,Duke Univ Libraries,2004-09-21,Deborah,2004,73285,Duke University,Jakubs,{},{},{},27705-4677,2004-09-21,NC,"Director, Collections Services"
11148,San Francisco,USA,{},1995-04-21,Ashley,1995,9669,Film Arts Foundation,James,{},Mr.,{},94103-2637,1995-04-20,CA,{}
11149,San Francisco,USA,{},1997-03-17,Ashley,1997,9739,Film Arts Foundation,James,{},Mr.,{},94103-2637,1997-03-17,CA,{}
11150,Durham,USA,Department of Communication,2001-01-05,Beverly,2002,6374,"University of New Hampshire, Durham",James,A.,Prof.,{},03824,2001-12-06,NH,Associate Professor
11151,Madison,USA,Department of German,1993-05-03,Charles,1993,1292,"University of Wisconsin, Madison",James,{},Mr.,{},53706-1314,1993-05-03,WI,{}
11152,Swarthmore,USA,Department of English,1999-07-22,Charles,1999,4280,Swarthmore College,James,L.,Prof.,{},19081-1390,1999-07-22,PA,Department of English
11153,Washington,USA,{},1994-11-04,Dante,1995,9638,"Women in Film & Video, Inc.",James,{},Mr.,{},20017-2546,1994-11-03,DC,Producer
11154,Washington,USA,{},2001-04-05,Dante,2001,9004,"Women in Film & Video, Inc.",James,{},Mr.,{},20017-2546,2001-04-05,DC,Producer
11155,Washington,USA,{},2012-04-18,Dante,2012,80500,"Women in Film & Video, Inc.",James,{},Mr.,{},20017-2546,2012-04-18,DC,Producer
11156,Washington,USA,{},2014-04-09,Dante,2014,82502,"Women in Film & Video, Inc.",James,{},Mr.,{},20017-2546,2014-04-09,DC,Producer
11157,New York,USA,{},1988-11-09,Dorothy,1989,1315,"CUNY Research Foundation, Hunter College",James,{},{},{},10065-5024,1988-11-09,NY,Associate Professor of German
11158,New York,USA,{},1989-05-22,Dorothy,1989,1341,"CUNY Research Foundation, Hunter College",James,{},{},{},10065-5024,1989-05-22,NY,Associate Professor of German
11159,New York,USA,{},1990-05-18,Dorothy,1990,1394,"CUNY Research Foundation, Hunter College",James,{},{},{},10065-5024,1990-05-18,NY,Associate Professor of German
11160,Durham,{},{},1900-01-01,Elisabeth,0,85010,Thornapple Films,James,Haviland,Ms.,{},27701-3232,1900-01-01,NC,Filmmaker
11161,Houston,USA,{},1989-11-20,Gail,1990,1381,Houston Community College,James,{},{},{},77002-9330,1989-11-20,TX,Dean of Instruction
11162,Houston,USA,{},1990-05-16,Gail,1990,1400,Houston Community College,James,{},{},{},77002-9330,1990-05-16,TX,Dean of Instruction
11163,Houston,USA,{},1990-11-14,Gail,1991,1420,Houston Community College,James,{},{},{},77002-9330,1990-11-14,TX,Dean of Instruction
11164,Houston,USA,{},1991-05-13,Gail,1991,1435,Houston Community College,James,{},{},{},77002-9330,1991-05-13,TX,Dean of Instruction
11165,Houston,USA,{},1991-11-12,Gail,1992,1460,Houston Community College,James,{},{},{},77002-9330,1991-11-12,TX,Dean of Instruction
11166,Houston,USA,{},1994-11-10,Gail,1995,1558,Houston Community College,James,{},{},{},77002-9330,1994-11-10,TX,Dean of Instruction
11167,Seattle,USA,{},1996-05-01,Joe,1996,7785,Seattle Public Schools,James,E.,Mr.,{},98103,1996-05-01,WA,Language Department
11168,Seattle,USA,{},1997-01-15,Joe,1997,10465,Seattle Public Schools,James,E.,Mr.,{},98103,1996-12-15,WA,Language Department
11169,Minneapolis,USA,{},1998-08-13,Kathleen,1998,3321,"University of Minnesota, Twin Cities",James,{},Prof.,{},55455-0433,1998-08-13,MN,{}
11170,Lewisburg,USA,Department of Political Science,2009-07-21,Michael,2009,77444,Bucknell University,James,R.,Mr.,{},17837-2005,2009-07-21,PA,Associate Professor
11171,La Crosse,USA,{},1990-12-03,Elizabeth,1991,6628,"University of Wisconsin, La Crosse",Jameson,A.,Prof.,{},54601-3742,1990-12-03,WI,{}
11172,Buffalo,USA,Romance Languages & Literatures,2004-06-07,Maureen,2004,72832,"SUNY Research Foundation, University at Buffalo",Jameson,{},Prof.,{},14222-1004,2004-06-07,NY,Associate Professor and Chair
11173,Buffalo,USA,Romance Languages & Literatures,2006-12-07,Maureen,2007,75405,"SUNY Research Foundation, University at Buffalo",Jameson,{},Prof.,{},14222-1004,2006-12-07,NY,Associate Professor and Chair
11174,Cleveland,USA,{},2010-07-20,Jamye,2010,78780,Intermuseum Conservation Association,Jamison,{},Ms.,{},44113-2709,2010-07-20,OH,Associate Paper Conservator
11175,Chapel Hill,USA,{},1990-08-14,Laura,1990,2739,"University of North Carolina, Chapel Hill",Janda,{},Prof.,{},27599-1350,1990-08-14,NC,Prof. West Slavic Linguistics
11176,Tuscaloosa,USA,{},2009-11-30,Connie,2010,78095,University of Alabama,Janiga-Perkins,{},Dr.,{},35487-0001,2009-10-31,AL,{}
11177,Chapel Hill,USA,"Department of African, Afro-American, and Diaspora Studies",2013-08-08,Kenneth,2013,81754,"University of North Carolina, Chapel Hill",Janken,Robert,Dr.,{},27599-1350,2013-08-08,NC,"Professor of African, Afro-American, and Diaspora Studies"
11178,Medford,USA,{},2012-07-24,Richard,2012,80835,Tufts University,Jankowsky,{},Mr.,{},02155-5818,2012-07-24,MA,Associate Professor
11179,{},{},{},2013-01-18,Fotis,2013,81372,Unaffiliated Independent Scholar,Jannidis,{},{},{},{},2013-01-17,{},Professor for German Literature and Literary Computing
11180,New York,USA,{},1991-11-01,Jill,1992,9443,New York Center for Visual History,Janows,{},{},{},10013-3152,1991-10-31,NY,{}
11181,New York,USA,{},1994-11-15,Jill,1995,9643,New York Center for Visual History,Janows,{},{},{},10013-3152,1994-11-14,NY,{}
11182,Washington,USA,Department of History,1900-01-01,Katherine,0,84682,Catholic University of America,Jansen,L.,Prof.,{},20064-0001,1900-01-01,DC,Professor
11183,Los Angeles,USA,Department of French and Francophone Studies,2007-03-13,Kim,2007,75577,"University of California, Los Angeles",Jansma,{},{},{},90095-9000,2007-03-13,CA,Senior Lecturer
11184,Miami,USA,{},2014-03-25,Remko,2014,82424,Vizcayans,Jansonius,{},Mr.,{},33129-2831,2014-03-25,FL,"Deputy Director for Collections and Curatorial Affairs, Vizcaya Museum and Gardens"
11185,Detroit,USA,{},2011-07-15,David,2011,79663,Detroit Historical Society,Janssen,A.,Mr.,{},48202-4097,2011-07-15,MI,Vice President of Collections & Interpretation
11186,San Diego,USA,Political Science,1999-03-15,Henry,1999,8166,San Diego State University,Janssen,L.,Prof.,{},92182-0001,1999-03-15,CA,Professor Emeritus
11187,Orlando,USA,Department of Philosophy,2009-07-16,Bruce,2009,77599,"University of Central Florida, Orlando",Janz,B.,Prof.,{},32816-8005,2009-07-16,FL,Professor of Humanities and Department Chair of Philosophy
11188,Orlando,USA,Department of Philosophy,2013-07-16,Bruce,2013,81836,"University of Central Florida, Orlando",Janz,B.,Prof.,{},32816-8005,2013-07-16,FL,Professor of Humanities and Department Chair of Philosophy
11189,Indianapolis,USA,{},1994-02-08,Eileen,1994,2152,Park Tudor School,Janzen,{},Ms.,{},46208,1994-02-08,IN,History Department
11190,Chicago,USA,{},2001-12-18,Mary,2002,9931,Newberry Library,Janzen,E.,Ms.,{},60610-3380,2001-12-18,IL,{}
11191,Bloomington,USA,Department of Religious Studies,1900-01-01,R. Kevin,0,86340,"Indiana University, Bloomington",Jaques,{},Prof.,{},47405-7000,1900-01-01,IN,Associate Professor of Religious Studies
11192,Washington,USA,{},2009-12-16,Konrad,2010,78134,American Historical Association,Jarausch,{},Prof.,{},20003-3889,2009-12-16,DC,{}
11193,Cambridge,USA,"Center for European Studies, Department of History",2007-11-30,Maya,2008,76021,Harvard University,Jasanoff,{},Prof.,{},02138-3800,2007-10-31,MA,{}
11194,Chicago,USA,Department of the History of Art and Architecture,1900-01-01,Paul,0,85149,DePaul University,Jaskot,B.,Dr.,{},60604-2287,1900-01-01,IL,Professor of Art History
11195,Columbia,USA,{},1996-08-07,Gregory,1996,4029,"University of South Carolina, Columbia",Jay,S.,Prof.,{},29208-0001,1996-08-07,SC,{}
11196,Columbia,USA,{},1997-08-01,Gregory,1997,4093,"University of South Carolina, Columbia",Jay,S.,Prof.,{},29208-0001,1997-08-01,SC,{}
11197,Columbia,USA,{},1999-05-03,Gregory,1999,6092,"University of South Carolina, Columbia",Jay,S.,Prof.,{},29208-0001,1999-05-03,SC,{}
11198,Wooster,USA,{},1989-10-27,Alphine,1990,9254,College of Wooster,Jefferson,W.,Prof.,{},44691-2363,1989-10-26,OH,Professor of History
11199,Atlanta,USA,Robert W. Woodruff Library,1998-11-06,Karen,1999,17616,Atlanta University Center,Jefferson,L.,Ms.,{},30314,1998-11-06,GA,"Head, Archives & Special Coll."
11200,Atlanta,USA,Robert W. Woodruff Library,1999-11-16,Karen,2000,10501,Atlanta University Center,Jefferson,L.,Ms.,{},30314,1999-11-16,GA,"Head, Archives & Special Coll."
11201,Atlanta,USA,Robert W. Woodruff Library,2001-05-18,Karen,2001,10244,Atlanta University Center,Jefferson,L.,Ms.,{},30314,2001-05-18,GA,"Head, Archives & Special Coll."
11202,Atlanta,USA,Robert W. Woodruff Library,2002-11-05,Karen,2003,67723,Atlanta University Center,Jefferson,L.,Ms.,{},30314,2002-11-05,GA,"Head, Archives & Special Coll."
11203,Detroit,USA,Dept. of Romance Languages and  Literatures,1991-02-07,Louise,1991,2023,Wayne State University,Jefferson,M.,{},{},48201-1347,1991-02-07,MI,Dept. of Romance Langs. & Lits
11204,Detroit,USA,Dept. of Romance Languages and  Literatures,1993-07-01,Louise,1993,2137,Wayne State University,Jefferson,M.,{},{},48201-1347,1993-07-01,MI,Dept. of Romance Langs. & Lits
11205,Princeton,USA,{},2009-01-15,Peter,2009,77092,Princeton University,Jeffery,{},Prof.,{},08540-5228,2009-01-15,NJ,Professor of Music
11206,Baltimore,USA,{},1994-02-25,Julie,1994,24823,Goucher College,Jeffrey,R.,Dr.,{},21204-2780,1994-02-25,MD,Professor of History
11207,Baltimore,USA,{},1996-11-19,Julie,1997,17527,Goucher College,Jeffrey,R.,Dr.,{},21204-2780,1996-11-19,MD,Professor of History
11208,Grinnell,USA,History Department,1999-01-12,Robert,2000,614,Grinnell Community High School,Jeffrey,A.,{},{},50112-1310,2000-01-12,IA,Teacher
11209,Columbus,USA,Department of History,2014-11-06,Hasan,2015,83093,Ohio State University,Jeffries,Kwame,Dr.,{},43210-1132,2014-11-06,OH,Associate Professor
11210,Philadelphia,USA,{},1990-05-02,Myra,1990,9304,University of Pennsylvania,Jehlen,{},{},{},19104-6205,1990-05-01,PA,English Department
11211,Bloomington,USA,{},1991-02-04,Charles,1991,50389,"Indiana University, Bloomington",Jelavich,{},Prof.,{},47405-7000,1991-02-04,IN,Professor of History
11212,Providence,USA,Political Theory Project,2008-04-30,Leigh,2008,76462,Brown University,Jenco,{},Prof.,{},02912-0001,2008-04-30,RI,Research Associate
11213,Greensboro,USA,Department of Art,2008-08-14,A. Lawrence,2008,76674,"University of North Carolina, Greensboro",Jenkens,{},Dr.,Jr,27412-5068,2008-08-14,NC,Professor of Art
11214,Greensboro,USA,Department of Art,2012-08-09,A. Lawrence,2012,80716,"University of North Carolina, Greensboro",Jenkens,{},Dr.,Jr,27412-5068,2012-08-09,NC,Professor of Art
11215,New York,USA,{},1989-04-21,Betty,1989,7945,"CUNY Research Foundation, City College",Jenkins,L.,Prof.,{},10031-9101,1989-04-20,NY,Assistant Professor
11216,Tulsa,USA,{},1900-01-01,Grant,0,86591,University of Tulsa,Jenkins,{},Dr.,{},74104-9700,1900-01-01,OK,Associate Professor of English
11217,Grinnell,USA,Faulconer Gallery,2004-10-05,Kay,2005,73382,Grinnell College,Jenkins,Wilson,{},{},50112-1553,2004-10-05,IA,{}
11218,Newark,USA,{},2014-03-26,McKay,2014,82472,University of Delaware,Jenkins,B.,Dr.,{},19716-0099,2014-03-26,DE,Cornelius Tilghman Professor of English
11219,{},{},{},1989-09-11,Nancy,1989,1691,{},Jenkins,{},Ms.,{},{},1989-09-11,{},{}
11220,Lawrence,USA,Department of Philosophy,1900-01-01,Scott,0,85224,"University of Kansas, Lawrence",Jenkins,D.,Dr.,{},66045-7505,1900-01-01,KS,Associate Professor of Philosophy
11221,Charlottesville,USA,Department of Religious Studies,1900-01-01,Willis,2015,83419,University of Virginia,Jenkins,{},{},{},22903-4833,2015-03-31,VA,"Associate Professor of Religion, Ethics, and Environment"
11222,Dickinson,USA,{},1995-03-03,Clay,1995,10185,Dickinson State University,Jenkinson,S.,Mr.,{},58601-4896,1995-03-02,ND,{}
11223,Dickinson,USA,{},2007-04-04,Clay,2007,75583,Dickinson State University,Jenkinson,S.,Mr.,{},58601-4896,2007-04-04,ND,{}
11224,Houston,USA,Department of English,2010-09-20,Ann,2010,78811,"University of Houston, Downtown",Jennings,S.,Dr.,{},77002-1014,2010-09-20,TX,Assistant Chair
11225,{},USA,{},1992-12-31,Steven,1993,5412,Secondary School,Jennings,G.,Mr.,{},{},1992-11-03,{},{}
11226,{},USA,{},1993-12-16,Steven,1994,5473,Secondary School,Jennings,G.,Mr.,{},{},1993-12-16,{},{}
11227,{},USA,{},1994-12-16,Steven,1995,5544,Secondary School,Jennings,G.,Mr.,{},{},1994-12-16,{},{}
11228,Amherst,USA,Department of English,2014-08-05,Ruth,2014,82745,"University of Massachusetts, Amherst",Jennison,Louise,Ms.,{},01003-9242,2014-08-05,MA,Associate Professor of English
